Name,Author,Rating,Review
Château de Villandry,Sonia Ennals,5,"So many Chateaux open to the public, but this is one not to miss.  The gardens are incredible and the care and upkeep of the grounds just fab.  There are amazing geometric patterns in the hedging, peaceful lakes with fountains, kitchen gardens, a maze for the kids, and great explanations of how they conserve water and keep this amazing garden in pristine condition."
Château de Cazeneuve,Rory Davidson,5,Beautifully restored chateau with tour guides who are very friendly and know their stuff. Excellent accessible facilities and beautiful grounds. A hidden gem worth visiting.
Château de Cazeneuve,Luc016,4,"Pretty nice castle with a very big garden. Don't forget to come when the weather is nice, it's much better! To visit the interior, it has to be a guided visit so there is not the possibility to freely visit it. It is prohibited to take pictures inside which is why I am putting 4 stars. Not a very big castle but it's still something fairly nice."
Château de Cazeneuve,retired_of_yorkshire,5,A very good tour introduced by the current owner who obviously works very hard. A good tasting after the look around the Castle and the gift shop was full of lovely goods to buy.
Château de Cazeneuve,Jane Hem,4,Very interesting and met the owner
Château de Cazeneuve,Anthony Munns,4,Well-preserved Chateau still family owned with signifance to both French and British royal succession through Eleanor of Aquitaine. Working wine production of Sauterne wine. The tour ends with a tasting and the opportunity to buy this delicious dessert wine at reasonable prices.
Château des ducs de Bretagne,Marcel Narita,5,"Great view inside and also outside from the 500m round walk on the wall. The museum is also worth visiting with a huge collection of exhibits. Top attraction of Nantes, don’t miss it!"
Château des ducs de Bretagne,Nhat Minh,5,"It was the weekend of march 2023, the sky was lovely. I booked the ticket day for student, so the price for visiting the monument is so cheap. You should change the ticket before come inside the Castle of Ducs. It so big and large, we spent about 2,5 hours to all exploring. There is a map in the reception and the locking to put the bag and the coats 🧥. You can read the history of Nantes and also watch the short video in the museum. Outside the castle 🏰, there is the place to see the city center. Near by the Gare center. Highly recommended for your trip in Nantes."
Château des ducs de Bretagne,Jamal Omar,5,"The design of the castle looks very unique, and although I didn't spend much time in it, yet I noticed and liked few stuff. I liked that it's surrounded by water where ducks swim and play around, which is a nice scenery, and moreover the grass down there is very beautiful where people sit and enjoy their time, quite unique. I recommend any group of people passing by to go there and spend some time around it."
Château des ducs de Bretagne,Paula B.,5,It is free and everyone can visit. Within city centre and lots of shops and restos nearby. saw people brought their dogs and kids to have mini picnic around the area.
Château des ducs de Bretagne,Sharon Murphy,5,Woman in gift shop very knowledgeable about history of art exhibitions. Free entry but pay for art exhibitions
Vaduz Castle,Eduardo Arino de la Rubia,4,"I would love to give this 5 stars, however... the castle has been the primary residence of Liechtenstein's Princely Family. The castle is not open to the public as the princely family still lives in the castle. I simply can not give 5 stars to a castle, I can't experience, so 4 stars it is. I hope the House of Liechtenstein does not take this personally.  However, the views are really quite beautiful, there are really nice walking trails nearby, and the castle parking was quite convenient."
Vaduz Castle,Lori B,3,"Like everyone previously said, you can not go inside (the royal family still lives here) so if you choose to go to the top there is a beautiful view to take photos . A good ten minutes should suffice."
Vaduz Castle,Radhika De Silva,3,"Not much you can see to be honest. It's not accessible to the public. Other than making the grumpy security guy anxious , there isn't much to do. Haha. But you do get some nice views of the city below if you decide to walk up there. The castle is being renovated these days, so it's really not worth the visit."
Vaduz Castle,Tomas Benes,5,"Vaduz castle is under reconstruction, but even before is not public. So, few views on the Vaduz, castle and Lichtenstein beautiful countryside from above. Not over castle, drone restrictions applies in surrounding of castle and government areas."
Vaduz Castle,Adrian Machado,4,"There is quite a bit of hiking involved to get to this castle. Luckily , there are many informational placards places along the way for you to read while resting on the benches. The hike is most of the fun as you can’t enter the castle under normal circumstances. Worth going on a warm day for a nice view."
Het Oude Loo,Someya Parvin,4,"Nice place for half day visit..Big garden to walk around and have a calm, peaceful time with friends and family."
Het Oude Loo,Alexandra Walker,5,This place was so neat and it's only open for such a short period of time. I highly suggest you check it out.
Het Oude Loo,Rachel Dagan,5,"A beautiful palace. It is recommended to download the app and walk through the palace rooms with detailed and interesting explanations. It is also recommended to go up to the roof of the palace, hear an explanation from the guide there and enjoy the view of the gardens."
Het Oude Loo,Tomáš Matyáštík,5,Beautiful complex. To fully enjoy you need 4 hours :-)
Het Oude Loo,Simeon Iliev,5,Great place to have a walk and relax. Beatiful castle surrounded by a lake. Nice park and gardens.
Hotel Zamek Bobolice,Artur,5,Really enjoyed my stay here. Everything is well organized and clean. Well created with  a pleasing esthetic. Great value as well. I came by bicycle and the had a secure storage space. My only gripe is the weak internet - it was unusable.
Hotel Zamek Bobolice,Caros Bücher,2,"The location and view is great, one can see the castle from the rooms, but the service lacks quality: During dinner we got the main dish before the starter and being only 2 guests and no big group I expected that our food would be timed, so we can eat at the same time and I was disappointed that this wasn't the case. The rooms were fine but again small things like an empty box of tissues in the bathroom and a broken trash bin. As the hotel is quite pricey such things shouldn't happen."
Hotel Zamek Bobolice,Władysław Hoffmann,5,"Very nice place. Great hotel, castle reconstructed from ruina in great style."
Hotel Zamek Bobolice,Barbara H,5,Wooow😍
Hotel Zamek Bobolice,Tomasz Cebulski,5,Super
Waterschap Brabantse Delta,JP Blankert,1,"Water board charges are rising to such an extent that citizens are drowning in them. I called why the charges were so high in 2023. On the phone I was told: 'Because energy prices have risen so much'. That is stupid purchasing, the daily prices for energy were only high for a very short time, Frank Energie should have been chosen with the daily actual energy prices instead of tariffs at an energy giant that is stretching the pretext of the Ukraine war over as long as possible."
Waterschap Brabantse Delta,Jmer A,1,"Nice review about beautiful gardens, but it is of course about the water level in the region and that task has not been properly fulfilled every year, capital damage because the water board does not have good control of the water level. The water board calls this a headache at the same time, they claim to do the job well (?) When they call, there is no answer to the questions, only rude behavior by laughing at you. YES REALLY TRUE while we sit here with wet feet, damage, worrying and asking questions we are just laughed at and eventually the telephone connection is disconnected by these disrespectful officials."
Waterschap Brabantse Delta,Ƴoƙą 28,4,"No opinion about this company. Only walked through it to get to the destination, namely the beautiful garden of Bouvigne Castle."
Waterschap Brabantse Delta,Anders Stålberg,4,Beautiful garden around the castle. Calm and nice environment.
Waterschap Brabantse Delta,Floris Yeetus,5,Good chicks and minecraft GFs can be found here
Archiwum Państwowe w Katowicach Oddział w Pszc...,Roger Lustig,5,Found everything I was looking for and more. Staff knew their stuff and were glad to help.
Wawel Royal Castle,Allan MacIver,5,This castle is a bit special you need time and some patience to visit. I still cannot believe that entrance to the grounds and garden is free. There is so much to see and enjoy and there is such a buzz about the place. We did not visit the interior of the castle as there was a very long queue. I think you will enjoy the castle and grounds without seeing inside.  We had a lovely day and we visited one of the cafes which was great. If you must visit inside you would be advised to book in advance.
Wawel Royal Castle,Evelina Koch,5,"Must see when in Krakow! The most beautiful castle in Poland! It was a place of great Polish kings, survived many wars and battles. Views are just amazing! Must go!"
Wawel Royal Castle,KJK Ravi Teja,4,"The entrance itself gives you touristic, popular vibes. All the places are unique in their own way because of different historical backgrounds, and so is this place too. One thing we didn't like is the fact that we have to buy separate tickets for each place in the same compound. They can give an option to buy a combined ticket to visit all 6-7 places inside this compound."
Wawel Royal Castle,Chris Lam,5,"Came here on a Tuesday and there was a huge line to buy tickets so I would suggest you purchase tickets in advance. As far as the exhibitions I only went to the state rooms which were mildly interesting. I’m not sure I would pay to see anything next time, it’s better to just walk around the castle and learn the history on your own. The cathedral also looked stunning though I did not pay to go inside. To be honest everything seemed like a cash grab."
Wawel Royal Castle,Abhinav Sharma,5,1. Must visit Place. 2. The best city view especially for sunset. 3. The eco-greenery over the walls is mesmerizing. 4. Peaceful place and free arms chairs are available to sit. 5. The localities are very friendly towards foreigners. 6. Romantic place for couples for hand-in-hand walks.
Dolmabahçe Palace,Adel Alawiyat,4,Great place to visit to learn about the later part of 660+ years of Ottoman history. Try to buy the tickets online to avoid the ticket line. You need to be patient with the crowd. Try to come early in the morning to avoid the rush. You’ll need between 2-3 hours to go through the palace and the painting museum. Taking photos is not allowed inside the buildings.
Dolmabahçe Palace,Enes Karaca,5,This palace is gigantic! beautiful architecture!  The garden is very big and so awesome. You have to visit this place. And please go inside too! The inside of this palace is more beautiful!!
Dolmabahçe Palace,Y S P M,3,"To see a Luxurious and beautiful palace then pay 650TL , otherwise stay out side and take pictures, spend the money in useful way. If you enter into the palace then take your own time and see many interesting exhibits about Sultan life and Ottoman Empire. Photography Restricted inside the palace."
Dolmabahçe Palace,Natasha Venizelos,3,"I enjoyed my time visiting this palace. It had a fantastic audio guide included that actually worked! The external grounds are well-maintained and are pretty spectacular. The inside of the building is also very grand. It is a real shame you can’t take pictures, though.  Logistical note: Closed on Mondays. Long ticket line wait times. Extensive premises, leave enough time to cover everything, at least 2 hours inside."
Dolmabahçe Palace,Ajay Gaikwad,4,"The Palace is very beautiful with rich history. If you are interested in knowing all the details , an audio tour is recommended. The palace is huge and takes around 2-3 hours to explore. Photos/videos are not allowed  inside the palace. The entrance fees may differ as we heard  all attractions tickets are getting spiked up. We visited on Aug 18th and paid 650 TRY per person."
Miramare Castle,Sumeet Sinha,5,Very beautiful castle with a garden around it. It can reached via car or even by a hop on hop off bus tour (you have to walk 700m along the sea to reach if you take the hop on hop off bus option). The approach road is narrow so reaching by car can be challenging if you’re not used to drive on narrow tight roads.
Miramare Castle,Jennifer Murphy,5,Such a beautiful place to visit. We took a taxi and they drop you off down aways from the castle so be prepared to walk. The grounds and gardens are gorgeous with beautiful views all around.
Miramare Castle,Alexandra Pinte,5,"Absolutely stunning! The park itself as you walk to the Castle is gorgeous, the gardens surrounding it are just beautiful and the Castle itself is simply stunning! Amazing architecture and just gorgeously inspiring! ❤️ would definitely love to go back and spend at least a day there!"
Miramare Castle,Dženi Batagelj,5,"Beautiful scenery. Amazing vistas. Both the castle and the surrounding landscape are magnificent. Parking can be a little challenging, but it's worth it. I absolutely recommend it."
Miramare Castle,Alex Lajtos,5,"Stunning castle and gorgeous scenery. I’d recommend visiting early in the morning when they open to have more peace in the Castle garden and at the bay. Waters along the castle are crystal clear and full of fish, many people were snorkelling or scuba diving close to the shore next to the castle. Parking is tricky so again the earlier you arrive the better options you have"
Parador de Olite,Winnie Coleman,5,Wonderful historic inn with lots to see nearby. Service was wonderful and meals were extraordinary. Loved just sitting in the little cafés and watching people go by outside.
Parador de Olite,Graham Ramsey,5,"Quiet but beautiful place. Little going on but early in the season. Motorcycle parking at the rear, moderately secure. All good. Loved it"
Parador de Olite,Emma Baker,3,"Very nice hotel in a nice location, located in a beautiful castle. The beds were comfortable and bathroom spacious. However, it was very cold in the room at night. Also the breakfast was quite expensive, €24 per person."
Parador de Olite,Giovanni Balzi,5,"Hotel placed in a perfect location in the town center of Olite, couple of steps form the Castle and the church, in one of the main square. The hotel from the outside look like a medieval palace, from the inside even if a little more modernized still maintains medieval vibe. Staff was helpful but doesn't speak very good english. There is a restaurant inside which is really good, and probably the best place to eat in Olite. Rooms where cleans and bath was well furnished."
Parador de Olite,Cathy Yang,5,"We enjoyed our stay at the parador de olite very much! The parador itself is such a unique building filled with history, and to be able to live in it is like walking into a history book. The location is quiet and all amenities are extremely clean, comfortable and well thought of. We'll definitely stay here again."
Herrenchiemsee New Palace,david antoun,5,"Impressive Building, surrounded by vast green areas, protected animal forests, royal fountains and a very engineered view to the chiemseelake. the tour is always guided with an employee, photos are not allowed, you will buy the 10€ ticket at the beginning of the Island and you have 20 min walking to reach the entrance gate divided according to groups and languages. the Employees are very friendly, professional and well informed about the History. buy the guidance book from the shop before the Tour started, then you can follow with pictures all the way along (3€). payment cash at the shop, caffe with Terrasse at the entrance, closets and clean baths."
Herrenchiemsee New Palace,Boris Maric,5,"Boat return ticket to the island is 10€ per person or 27€ for the family of four. Additionally, the castle ticket which you can buy on the island is 10€ per person for a guided tour. It was all worth it as the place and the surroundings are incredible. There is a café and a restaurant inside the castle to have a break after the tour."
Herrenchiemsee New Palace,Liz Kitura,5,"A breathtaking incomplete palace constructed by Ludwig the second in the middle of a scenic lake. I highly recommend paying the 3€ for the carriage ride from the ferry, it really added to the whole experience of arriving at the gardens"
Herrenchiemsee New Palace,Maryam Klidsar,5,"Unfortunately, you can't take photos from inside the castle. The castle was the last building project of the king of Bavaria in the late 19th century. It was an homage to King Louis the 14th of France, as he highly respected him. There are paintings of the sun king (Louis the 14th), paintings referenced to French historical events, French objects, and similarities to Versailles palace like the Hall of Mirrors. There is a monastery on the island ( the biggest island in Chiemsee among the 3, and it was bought by King Ludwig the Second) where the king stayed there at the times when he visited to inspect the construction of the palace. The palace was never finished and the majority of the rooms are unfinished,  with a few of them done in the most lavish and exquisite style, leaving the visitors in awe. The visit is guided and the ticket to the palace which includes the visit to the monastery and the museum is also included and is 10 €. It can be bought at the entrance of the island once you get off the boat. PS. There is also a carriage ride around the island to the castle in summertime A must-visit if you visit Chiemsee."
Herrenchiemsee New Palace,RAMPRASAD SRINIVASAN,5,"Awesome palace, guided tour of palace available for € 10 in Deutsche and English. Tour lasts about 40 minutes.  From the ticket counters it takes good 15-20 minutes walk to reach the palace and horse carriage service is also available for € 3.5 to reach palace, from Ticket counter.  Over all a good experience."
Royal Palace of Aranjuez,Sabrina Fenn,4,"Really nice place with beautiful gardens. Shame the fountains are not always on, especially on the warmest of days. I have attached a photo which shows which people get concessions, otherwise it's €9 to enter the actual building. We arrived a little late to do so, although I have been before many years ago. We did do a walk around the gardens and enjoyed the scent of the roses and seeing the little birds in the aviary. Bear in mind, in the summer it is very hot and often little in the way of shaded areas in some parts of the grounds, however under the trees its a few degrees cooler and rather pleasant. Really worth the visit, very historical and quite romantic. The walks alongside the river are also very nice and I did see some people enjoying jumping from the bridge into the river and also other swimming. I'm not sure how safe that is however so I would ask locals before doing so. There is also a boat trip along the river where you can also see the sights, but best to book as it was already fully booked the day we went."
Royal Palace of Aranjuez,Georges Younes,5,"The Royal Palace of Aranjuez is situated not too far from Madrid, an easy train ride away. Just head to the Cercanias station in Atocha early in the morning and get a round-trip ticket. There are several trains in each direction every day. Aranjuez can be done in a single day, assuming that you start early. You can visit the palace, then the gardens. There are also several choices for lunch in town. They're a little pricier than many places in Madrid because they cater mostly to tourists. They're still affordable. The Royal Palace is mostly about architectural perspectives. So your enjoyment will improve if you take a long walk around it. The rooms of the palace are richly decorated, but won't add much to your experience if you've visited similar palaces in Spain. Focus on the gardens which are inspiring, even if they need to be maintained better."
Royal Palace of Aranjuez,Darusik1,5,Nice place to visit over the weekend just make sure to book restaurant before going. Chances to find anything without reservation is close to zero. Beautiful parks and a little train to go around the town with a bit of insight about it.
Royal Palace of Aranjuez,Stephen Law,4,No need to book for an unguided tour. Arrive and head for unguided tour line. You need id -  passport or id card. Your bag will be scanned. Take a tablet guide and ear piece. €5 well spent. Palace is smaller scale Palacio Real in Madrid. A good morning well spent
Royal Palace of Aranjuez,david howells,4,Imposing palace but it didn’t quite do it for me. The gardens are great and it oozes opulence but there are only a few rooms (about 12) and they charge €9 for entry so I didn’t go in. The gardens are beautiful and the architecture is great but not quite up there with some of the palaces of Europe.
Château de Sully-sur-Loire,charles robinson,5,"Not restored to boutique standards, but with more than enough history and artifacts to occupy a morning or a leisurely day. Not nearly as crowded as others."
Château de Sully-sur-Loire,Tanis Silbernagel,5,"Cute little moated Château with a quick 45 minute circuit. They had English description placards in all the rooms, free parking, and nice facilities. I enjoyed it much more than some of the bigger castles in the area."
Château de Sully-sur-Loire,Carlos Orue,5,"Spectacular don't even need to enter, just take a walk around the surroundings.  Park your car free metres from the palace."
Château de Sully-sur-Loire,Werner de Rijcke,4,"Beautiful castle. Restaured well. Wood of the roof repaired too, in good condition. Nice to walk around in the different chambers. Entrance price is 8 Euro per person. Price worth, we can advise this trip."
Château de Sully-sur-Loire,Chrissi H,5,Another beautiful castle along the Loire. With beautiful woods and possibilities to go for walks and have a picnic.
Royal Palace of La Granja of San Ildefonso,A Colaco,5,Must visit site just outside of Segovia. Took about 50 minutes to drive from Madrid; parking was very easy (on a weekday in mid-April). We were amazed with the property — and the audio tour which we purchased with our tickets was so informative. Allow about 2 hours to tour the palace and the grounds. Would definitely recommend reading about the family prior to our visit so you can appreciate the history and use of the home!
Royal Palace of La Granja of San Ildefonso,Geoffrey Berg,5,"The tapestry collection from Carlos V and the gardens were the highlight for me, I've never seen such beautiful and well preserved tapestries (so not surprisingly you can't take pictures).  The palace is beautiful although much of it was rebuilt after a fire and so for that reaso the building itself is not as beautiful or impactful as El Escorial, but for the gardens and tapestries alone this is worth a visit."
Royal Palace of La Granja of San Ildefonso,Vienna,3,"Admission to the garden is free but the museum entrance fee is 9 euros, which is far worse than Versailles. The most ridiculous thing is that you can take photos in Versailles, but this replica is not allowed to be photographed inside and the staff is not so friendly."
Royal Palace of La Granja of San Ildefonso,Duncan Parsons,5,An impressive palace though not much of the building accessible to visitors. What is available is worth seeing. Particularly the tapestries and a magnificent dining room. Ceilings wonderfully painted. The gardens are actually more interesting and with some wonderful statues. Well worth a visit.
Royal Palace of La Granja of San Ildefonso,Lisa Derbyshire,5,"Incredible! Spent several hours wandering the labyrinth of walkways lined with autumnal coloured hedgerows and trees. At so many turns spectacular fountains were mesmerising, even if not on. A wondrous place and personally I think it’s an insult to call it the French Versailles, even if it is of French design. All credit to the Spanish for keeping it as stunning as it is."
Kamianets-Podilskyi Castle,Saswat Sasmal,5,"Beautiful, and a must visit part of Ukraine. The city near this castle is also a pleasant city, small and happening."
Kamianets-Podilskyi Castle,Dmytro Buldakov,4,"The place is well refurbished and has a lot of touristic attractions, however they kinda disregarded the authenticity.  Nevertheless it’s still serves well as an sort of amusement park.  Good for kind, and families. Have some quick bites options and small shops, workshops, and museums."
Kamianets-Podilskyi Castle,Ohad Alon,4,"A very picturesk town, that parts of 8t feel like they remained 7nchanged since the 16 hundreds.  And the fortress is a must place to visit."
Kamianets-Podilskyi Castle,Santiago Andrigo,5,"Beautiful castle. There isn't so much to see inside but there is a nice technology interactive museum, a archery game, souvenir places, and eating establishments."
Kamianets-Podilskyi Castle,neşe arikan,2,Such a big disappointment. It was looking beautiful from outside yet inside was not maintained well. I am sure department of tourism could have done a better job on the construction & decoration of inside so people can enjoy this beautiful castle more.
Marksburg,Cheryl Gramp,5,Very interesting stop on our tour. My son enjoyed the displays of armor and weapons through the ages. I loved the view of the Rhine.
Marksburg,Öht,5,"Very nice castle with nice tour. Tour takes roughly one hour and is also very nice for the children. The way from the parking ground (with comes 3€) is very easy to walk and takes only a few minutes. The hiking trails from down town look very nice - I guess, it’s not heavy to reach the castle by walk from the city center. Did not try, because it was heavy raining, but I would have liked to."
Marksburg,Svitlana Shkriabina,4,"We walked from the railway station up to the castle near 20 minutes. If you go by a car, the parking is not far from the castle. But nevertheless you must have sports shoes to walk inside,  because of the rocky roads. The entrance fee for adults is 11 euro. At 13.00 is the gide tour in English. There is also a cafe where you can wait for the tour starting. The castle is open every day (at least at the summertime)."
Marksburg,David Edwards,5,It was really nice. The staff were very kind and also spoke English. There were guided tours in English and German. The food was surprisingly good. The marks burger was really delicious!
Marksburg,Chris Hickman,5,This wasn't an easy walk but so well worth the effort. The guides are very passionate about the history and preservation of this landmark. They provide a great insight and context around the lives of the inhabitants through the centuries.
Eltz Castle,Joseph Buckles,4,It's a beautiful drive up to the castle. Car park was €8. While you can take a bus for €4/pp each way the walk along the trail is very easy and makes the reveal all the better. It's a pretty castle with a lot of history. But it isn't exciting. The tour was bland and rushed. No real time to really enjoy and appreciate it. I'd like to suggest that maybe they get period dressed guides in the rooms to tell stories. The cafe is reasonably priced. The food was also tasty. I'd like to have spent more time hiking around. That will be a return trip.
Eltz Castle,Phillip Soto,5,"One of my favorite castles in Germany and well worth the visit. The parking is €4 and the entrance is €14 and a tour is included (German and English offered). From the parking area, you can take a bus to the entrance or simply walk/hike there. The hike wasn't bad at all and I feel is part of the overall experience. The castle itself is very well preserved and maintained."
Eltz Castle,Srinivasan Gopalan,5,"Must visit place. Nice castle and museum. Castle located on top of a mountain with a lot of greenery is great for some nice photos. A River flowing by is easily accessible. Also a nice place for trekking for beginners. Will be nice for a day trip. For those who cannot walk to the castle through the trekking trail, you can take the shuttle bus from the parking lot."
Eltz Castle,Hashim Fakhreddin,5,"Beautiful historical castle, amazing views and landscape.  We really enjoyed our English guided tour that was part of our ticket. The tour was really insightful and interesting.  If you're able to hike, would recommend walking down to the castle, see how you go, then at the bottom decide whether you can hike up or take the shuttle for €2  Entrance to the castle was €14, which is alright considering it comes with a guided tour.  Also the souvenir shop was amazing, lots of great items for great price"
Eltz Castle,Azian Shariff,5,"Shuttle bus costs 2€ per person/trip. Those with strong knees should walk down the road to the castle. The entrance ticket comes with a guided tour. The English-speaking guide, from my perspective, is pretty boring. Otherwise, the castle itself is really impressive."
Hrad Devín,Pooja Bhat,5,"Just beautiful!!! Serene experience.  We were on a short visit to Bratislava and we are glad to have explored this place. Taking the early morning bus to this place, the journey itself began beautifully and the place was just beyond beautiful. Nature at its best. The views of the villages, fields, river (where you can see border with Austria), forests, and the castle. It was amazing. The fresh air, clean water, greens everywhere.. filled my heart and soul with peace. Definitely a must visit place if you are planning to go to Bratislava. The premise has washroom facility, drinking water and lots of benches to rest. It's kids friendly too. Overall a great experience being here."
Hrad Devín,Anthony Chan,5,Really great castle. One of the best sights from the Bratislava card. Best views of the river danube. Lots of interactive activities including archery and armour wearing. A bit far from the city but well worth the travel. Can spend half a day here
Hrad Devín,Rich Bell,4,"It's a nice tourist site. Not as busy as the main sites in Bratislava, but also not as pretty/large as the castle or main downtown of Bratislava. On the weekend there were crowds, but not so much that it ruined the experience. Parking was available and appeared to be no cost (we biked in, so didn't park). Lots of restaurants and wine vendors. Restaurant prices ranged from typical for the area or a little less expensive."
Hrad Devín,Piuli Basu Roy Chowdhury,5,"A piece of history from the early Slovakian era. The castle is standing on a cliff on Danube Bank, with Danube flowing underneath the castle. The view from the place is simply breathtaking. We spent a lot of time here appreciating the beauty and the exhibition they presented. This is a must visit while in Bratislava."
Hrad Devín,Valia Mokiou,5,"Very interesting place to visit  15 minutes from Bratislava, with car-bolt (which is very cheap means of transport). Great views to Danube and Morava. They accept only card for the admission."
Peel Castle,Dr Wat,5,"The whole experience for me was summed up by the enthusiastic greeting by the guide, could not be more pleasant or welcoming. Great audio tour, each section was only a minute long with a very fetching accent and music. Grounds were well looked after.  Well worth a look"
Peel Castle,John Callaghan,5,Really enjoyed visiting the castle. Staff super friendly and helpful on entry. Make sure you take national trust card or similar/equivalent membership as it might get you free entry. Beautiful location and amazing views of Peel and the coastline.
Peel Castle,Angus Carpenter,4,"A really nicely positioned castle, which can normally enter to look around (but wasn't when we went on 10th April 2023 for an unknown reason).  However, despite this you can completely walk around the outside following the wall around the rocky outcrop, which gives some cracking views. It's also worth walking along the harbour wall too, keep an eye out for some large barrel jellyfish, seals and a host of coastal birds. Take a walk up the nearby mount too that gives you a lovely view of the castle too. If it's a nice day, take your swimwear and go for a dip in the sea from the lovely sandy & sheltered cove.  You can park your car on the quayside road, which is easy to find."
Peel Castle,Joy Tear,5,The 7 acre grounds of this castle brought me to tears. The power and beauty of this place moved me in a way nothing ever has before. Plan to spend 2 hours here if you want to learn as much as possible. They will give you a handheld device that provides information. Each stop around the grounds has a corresponding dialogue and I recommend doing each and every one (around 35 if I remember correctly). We spent so much time here the battery died on ours so we had to get another to finish the last few items. The views of and from the castle are breath taking. I have photos but they do not compare to going in person. If you're in Isle of Man and you do nothing else this is the one thing you HAVE to make time to do.
Peel Castle,Michael O'Keeffe,5,"Apart from the rain, this castle was one of the best I've been to. Such interesting history and story. You can feel the atmosphere throughout. Superb."
State Castle Bezděz,Randy Law,5,There are Parking Lots P1 and P2. P2 is closer. 10Kz for parking. Separate fee to explore inside of Castle walls. The view from the Tower is amazing and 360.
State Castle Bezděz,Jan Pochobradský,4,"to be honest, I was kinda dissapointed🤷🏼‍♂️so I’ll start with negatives:  - Parking quite far (as long as you are not one of the very first at the higher Parking lot). Especially with toddlers.🅿️ - At the top wasn’t anything spectacular to see (I would have expected so shows or exhibitions)🤷🏼‍♂️  Positives:  - the Castle looks nice from far away😂 - enough bistros on the way up🍺 - Adventurous Road up😅  I’ve just visited a lot of castles, ruins,…so I might be a bit too critical. If there was something cool up there, I’d consider to visit again. But the kids had fun anyway😇  I’d give it 3,5⭐️"
State Castle Bezděz,Karel Chromý,4,"Bezdez Castle is a captivating historical gem nestled amidst picturesque landscapes. Its imposing architecture and rich history offer a captivating journey into the past. The guided tour was informative, providing insights into the castle's significance. The panoramic views from the tower are breathtaking, making the climb worthwhile. However, limited amenities and accessibility could be improved. Overall, Bezdez Castle is a fascinating destination for history enthusiasts and adventurers seeking a glimpse into medieval times."
State Castle Bezděz,Len Tierra,5,We visited this castle with my family in autumn. The morning fog created enchanted atmosphere. It has real halloween feeling of haunted gothic castle  from 12th century. The guide was super helpful and answered all questions from my curious mommy. The price for the tickets was reasonable.
State Castle Bezděz,Kath Ch,5,"Fantastic castle towering above all else in the area. There is nice small hike to get there, but the views are quite amazing. 100 CZK for parking, 150 for a ticket for an adult (you can pay by card) Absolutely worth it. The ruins are magical, there is plenty to see, I recommend doing the tower for the views. The castle is located about 1 hour from Prague, which makes it a nice one day trip."
Kasteel Borrekens,Survivor's Journey,5,So beautiful and relaxing
Kasteel Borrekens,yannick1989127,5,Very beautiful 😍 path in the woods with a nice view on the castle 🏰. There is water around the castle.
Kasteel Borrekens,NIVARANI BRAHMA,5,"Borrekens is a private owned castle in middle of the nature. We couldn't enter to the castle; however, there is relaxing walking place around the castle."
Kasteel Borrekens,Nima,4,"Imaginary, like castes in fairy tales! Had some difficulty to park the car, still don't know if there are parking spots foreseen or not."
Kasteel Borrekens,Martha Turnbull,4,"Very beautiful, but very hard to see. You cannot visit the castle as it is a private residence."
Turku Castle,Sina Ghazi,5,"If you want to learn about Finland history, this castle is where you should begin. It is a total representation of happenings during time and you get the chance to see the change since medival time. Highly recommended place!"
Turku Castle,Pink Mean,5,"Turku Castle is a must-visit for history enthusiasts and those intrigued by Finland's past. The medieval architecture and rich interior offer a captivating glimpse into history. Also, don't forget to explore the interesting souvenirs in the shop"
Turku Castle,Sang Tran Ngoc,4,"Must visit when you're in ancient capital Turku. Its stories and information tell you a lots of Finnish history and culture in the past. If you wanna discover all corners of the castle, current ticket is 14e. Highly recommended"
Turku Castle,Einat Schreibman Fainholtz,5,"A wonderful castle, which is a must for every visitor to Turku! A beautiful building that underwent a conservation process, and its spaces have become a living museum of extraordinary history. The museum includes dramatic exhibition spaces, and spaces with interactive displays for children who can be almost real knights🤺🤺, kings and queens👸🤴🏻 Throughout the year, there are unique activities, plays and workshops for children. A place that the children want to return to again and again...  The complex has a cafe with a unique atmosphere. Hot and sweet chocolate was an excellent end to a winter visit to the castle...☕☕"
Turku Castle,Mark Emerson Dela Cruz,5,"A must visit site if you are in Turku, Finland. Said to be one of the oldest medieval buildings still in use in Finland. The castle offers exhibition of artificats from different historical period. It is fascinating that Finland government is supportive in preserving historical places."
Muiderslot,Susana Magalhães,5,"Muiderslot Castle, situated in the captivating landscapes of Belgium, is undeniably one of the most exquisite places I've had the pleasure to visit. From the moment I laid eyes on its majestic turrets and picturesque moat, I was transported to a fairytale realm of bygone eras. The meticulous preservation of its historic architecture, combined with the surrounding lush gardens, creates an ambiance that is truly enchanting. Exploring the interior is like stepping back in time, with each room revealing intricate details and stories of the past. The panoramic views from the castle's towers offer a breathtaking panorama that captures the essence of Belgium's natural beauty. Muiderslot Castle has effortlessly etched itself into my memory as a truly unforgettable and mesmerizing destination."
Muiderslot,Shawn Taylor,5,There is a lot of history and a lot of walkable grounds to visit! There are stairs and can be steep for some individuals but highly recommend. When visiting this fort I recommend taking the full tour and visiting all the rooms. Helps to have a bit of imagination!
Muiderslot,Dawn Wood,5,"We went on a Monday,  so only the castle was open.  But it was perfect.  It's a bit of a walk from the bus. Seashell paved walkways.  Audio tours are free. Lots of narrow stairs. Lots of history,  well laid out."
