"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Vermont"	"50"	"2008"	"2008"	54	624151	8.7
	"Vermont"	"50"	"2009"	"2009"	60	624817	9.6
	"Vermont"	"50"	"2010"	"2010"	70	625741	11.2
	"Vermont"	"50"	"2011"	"2011"	78	626730	12.4
	"Vermont"	"50"	"2012"	"2012"	56	626444	8.9
	"Vermont"	"50"	"2013"	"2013"	65	627140	10.4
	"Vermont"	"50"	"2014"	"2014"	69	626984	11.0
	"Vermont"	"50"	"2015"	"2015"	70	626088	11.2
	"Vermont"	"50"	"2016"	"2016"	78	624594	12.5
"Total"	"Vermont"	"50"			1084	11179230	9.7
	"Virginia"	"51"	"1999"	"1999"	823	7000174	11.8
	"Virginia"	"51"	"2000"	"2000"	794	7078515	11.2
	"Virginia"	"51"	"2001"	"2001"	771	7198362	10.7
	"Virginia"	"51"	"2002"	"2002"	806	7286873	11.1
	"Virginia"	"51"	"2003"	"2003"	811	7366977	11.0
	"Virginia"	"51"	"2004"	"2004"	817	7475575	10.9
	"Virginia"	"51"	"2005"	"2005"	888	7577105	11.7
	"Virginia"	"51"	"2006"	"2006"	816	7673725	10.6
	"Virginia"	"51"	"2007"	"2007"	825	7751000	10.6
	"Virginia"	"51"	"2008"	"2008"	817	7833496	10.4
	"Virginia"	"51"	"2009"	"2009"	836	7925937	10.5
	"Virginia"	"51"	"2010"	"2010"	875	8001024	10.9
	"Virginia"	"51"	"2011"	"2011"	868	8110035	10.7
	"Virginia"	"51"	"2012"	"2012"	840	8192048	10.3
	"Virginia"	"51"	"2013"	"2013"	864	8262692	10.5
	"Virginia"	"51"	"2014"	"2014"	889	8317372	10.7
	"Virginia"	"51"	"2015"	"2015"	946	8367587	11.3
	"Virginia"	"51"	"2016"	"2016"	1049	8411808	12.5
"Total"	"Virginia"	"51"			15335	139830305	11.0
	"Washington"	"53"	"1999"	"1999"	585	5842564	10.0
	"Washington"	"53"	"2000"	"2000"	523	5894121	8.9
	"Washington"	"53"	"2001"	"2001"	510	5985722	8.5
	"Washington"	"53"	"2002"	"2002"	568	6052349	9.4
	"Washington"	"53"	"2003"	"2003"	565	6104115	9.3
	"Washington"	"53"	"2004"	"2004"	569	6178645	9.2
	"Washington"	"53"	"2005"	"2005"	567	6257305	9.1
	"Washington"	"53"	"2006"	"2006"	546	6370753	8.6
	"Washington"	"53"	"2007"	"2007"	548	6461587	8.5
	"Washington"	"53"	"2008"	"2008"	587	6562231	8.9
	"Washington"	"53"	"2009"	"2009"	623	6667426	9.3
	"Washington"	"53"	"2010"	"2010"	609	6724540	9.1
	"Washington"	"53"	"2011"	"2011"	624	6822520	9.1
	"Washington"	"53"	"2012"	"2012"	681	6895226	9.9
	"Washington"	"53"	"2013"	"2013"	632	6968006	9.1
	"Washington"	"53"	"2014"	"2014"	702	7054196	10.0
	"Washington"	"53"	"2015"	"2015"	718	7160290	10.0
	"Washington"	"53"	"2016"	"2016"	686	7288000	9.4
"Total"	"Washington"	"53"			10843	117289596	9.2
	"West Virginia"	"54"	"1999"	"1999"	250	1811799	13.8
	"West Virginia"	"54"	"2000"	"2000"	242	1808344	13.4
	"West Virginia"	"54"	"2001"	"2001"	251	1801481	13.9
	"West Virginia"	"54"	"2002"	"2002"	271	1805414	15.0
	"West Virginia"	"54"	"2003"	"2003"	265	1812295	14.6
	"West Virginia"	"54"	"2004"	"2004"	253	1816438	13.9
	"West Virginia"	"54"	"2005"	"2005"	261	1820492	14.3
	"West Virginia"	"54"	"2006"	"2006"	253	1827912	13.8
	"West Virginia"	"54"	"2007"	"2007"	267	1834052	14.6
	"West Virginia"	"54"	"2008"	"2008"	239	1840310	13.0
	"West Virginia"	"54"	"2009"	"2009"	251	1847775	13.6
	"West Virginia"	"54"	"2010"	"2010"	273	1852994	14.7
	"West Virginia"	"54"	"2011"	"2011"	278	1854972	15.0
	"West Virginia"	"54"	"2012"	"2012"	278	1856560	15.0
	"West Virginia"	"54"	"2013"	"2013"	280	1853231	15.1
	"West Virginia"	"54"	"2014"	"2014"	286	1848514	15.5
	"West Virginia"	"54"	"2015"	"2015"	278	1841053	15.1
	"West Virginia"	"54"	"2016"	"2016"	332	1831102	18.1
"Total"	"West Virginia"	"54"			4808	32964738	14.6
	"Wisconsin"	"55"	"1999"	"1999"	448	5332666	8.4
	"Wisconsin"	"55"	"2000"	"2000"	432	5363675	8.1
	"Wisconsin"	"55"	"2001"	"2001"	475	5406835	8.8
	"Wisconsin"	"55"	"2002"	"2002"	446	5445162	8.2
	"Wisconsin"	"55"	"2003"	"2003"	468	5479203	8.5
	"Wisconsin"	"55"	"2004"	"2004"	413	5514026	7.5
	"Wisconsin"	"55"	"2005"	"2005"	474	5546166	8.5
	"Wisconsin"	"55"	"2006"	"2006"	424	5577655	7.6
	"Wisconsin"	"55"	"2007"	"2007"	488	5610775	8.7
	"Wisconsin"	"55"	"2008"	"2008"	443	5640996	7.9
	"Wisconsin"	"55"	"2009"	"2009"	457	5669264	8.1
	"Wisconsin"	"55"	"2010"	"2010"	501	5686986	8.8
	"Wisconsin"	"55"	"2011"	"2011"	445	5709640	7.8
	"Wisconsin"	"55"	"2012"	"2012"	483	5726177	8.4
	"Wisconsin"	"55"	"2013"	"2013"	570	5742854	9.9
	"Wisconsin"	"55"	"2014"	"2014"	487	5758377	8.5
	"Wisconsin"	"55"	"2015"	"2015"	613	5767891	10.6
	"Wisconsin"	"55"	"2016"	"2016"	664	5778708	11.5
"Total"	"Wisconsin"	"55"			8731	100757056	8.7
	"Wyoming"	"56"	"1999"	"1999"	74	491780	15.0
	"Wyoming"	"56"	"2000"	"2000"	58	493782	11.7
	"Wyoming"	"56"	"2001"	"2001"	70	494657	14.2
	"Wyoming"	"56"	"2002"	"2002"	95	500017	19.0
	"Wyoming"	"56"	"2003"	"2003"	89	503453	17.7
	"Wyoming"	"56"	"2004"	"2004"	56	509106	11.0
	"Wyoming"	"56"	"2005"	"2005"	71	514157	13.8
	"Wyoming"	"56"	"2006"	"2006"	80	522667	15.3
	"Wyoming"	"56"	"2007"	"2007"	76	534876	14.2
	"Wyoming"	"56"	"2008"	"2008"	93	546043	17.0
	"Wyoming"	"56"	"2009"	"2009"	96	559851	17.1
	"Wyoming"	"56"	"2010"	"2010"	92	563626	16.3
	"Wyoming"	"56"	"2011"	"2011"	96	567725	16.9
	"Wyoming"	"56"	"2012"	"2012"	117	576765	20.3
	"Wyoming"	"56"	"2013"	"2013"	102	582684	17.5
	"Wyoming"	"56"	"2014"	"2014"	93	583642	15.9
	"Wyoming"	"56"	"2015"	"2015"	113	586555	19.3
	"Wyoming"	"56"	"2016"	"2016"	101	585501	17.3
"Total"	"Wyoming"	"56"			1572	9716887	16.2
"Total"					572537	5435162436	10.5
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"Title: bystateandyear"
"ICD-10 Codes: U01.4 (Terrorism involving firearms); W32 (Handgun discharge); W33 (Rifle, shotgun and larger firearm discharge);"
"W34 (Discharge from other and unspecified firearms); X72 (Intentional self-harm by handgun discharge); X73 (Intentional"
"self-harm by rifle, shotgun and larger firearm discharge); X74 (Intentional self-harm by other and unspecified firearm"
"discharge); X93 (Assault by handgun discharge); X94 (Assault by rifle, shotgun and larger firearm discharge); X95 (Assault by"
"other and unspecified firearm discharge); Y22 (Handgun discharge, undetermined intent); Y23 (Rifle, shotgun and larger firearm"
"discharge, undetermined intent); Y24 (Other and unspecified firearm discharge, undetermined intent); Y35.0 (Legal intervention"
"involving firearm discharge)"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Oct 1, 2024 1:02:27 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality: Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released June 2017. Data are from the"
"Compressed Mortality File 1999-2016 Series 20 No. 2U, 2016, as compiled from data provided by the 57 vital statistics"
"jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Oct 1, 2024"
"1:02:27 AM"
"---"
Caveats:
"1. About population figures for regions, divisions, states and counties: population figures for 1999 are from the 1990-1999"
"series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010 are"
"bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"3. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#ICD-10 Changes."
"4. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
"5. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#California-Reporting-Anomalies."
"6. Circumstances in Georgia for the years 2008-2009 have resulted in unusually high death counts for the ICD-10 cause of death"
"code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data. More"
"information: http://wonder.cdc.gov/wonder/help/cmf.html#Georgia-Reporting-Anomalies."
"7. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#New-Jersey-Reporting-Anomalies."
